Date,Portfolio,Benchmark
2022-06-29,1.247684068733504,1.3696972981952482
2022-06-30,1.2496255752148364,1.3607881744365058
2022-07-01,1.2679515729435378,1.3772842002115497
2022-07-05,1.230479129323668,1.3746198182814042
2022-07-06,1.2325182399611165,1.3750930878573284
2022-07-07,1.249734234787472,1.3966515643754913
2022-07-08,1.2456032321682873,1.3915694117664292
2022-07-11,1.2448755692045352,1.378516447034214
2022-07-12,1.2378614216235755,1.3713473725629437
2022-07-13,1.2303437322171427,1.3647664762618559
2022-07-14,1.2146131596051568,1.3537325876500559
2022-07-15,1.229324505477775,1.3805299699446218
2022-07-18,1.2284294343324058,1.3743203929480678
2022-07-19,1.2546807516752205,1.4152237811609152
2022-07-20,1.2481840163734776,1.4255669083644231
2022-07-21,1.2487368387004967,1.436967224129869
2022-07-22,1.2555825361033823,1.4276253870549118
2022-07-25,1.2682331421079576,1.4324531693813645
2022-07-26,1.2723707034921548,1.4205473752912345
2022-07-27,1.2775890181820215,1.4493894919478654
2022-07-28,1.2908251904725172,1.4723764570437687
2022-07-29,1.3064338776634854,1.488830793879732
2022-08-01,1.3017214757010895,1.486186382565844
2022-08-02,1.2954098908062306,1.4779491022461004
2022-08-03,1.3002801462892368,1.4937113687755912
2022-08-04,1.2937350558225087,1.4910773831645805
2022-08-05,1.2978441901440696,1.494860786261637
2022-08-08,1.2994611439574235,1.4991687621980723
2022-08-09,1.3103592244513536,1.4908548952622338
2022-08-10,1.320296350333543,1.5252431848249497
2022-08-11,1.3217867504892327,1.531371692260261
2022-08-12,1.3408561881277332,1.5567395366789998
2022-08-15,1.3491274551533914,1.559939158039943
2022-08-16,1.3567891337665847,1.565205535198826
2022-08-17,1.356139622447948,1.5510544632915666
2022-08-18,1.3591327573706102,1.5570877804045273
2022-08-19,1.3608791873991537,1.5362649879386867
2022-08-22,1.3444225316113156,1.504325061642525
2022-08-23,1.3378992844578697,1.5019167630539998
2022-08-24,1.3402842500797818,1.5100293812890495
2022-08-25,1.3474643795846108,1.5334604808773875
2022-08-26,1.3217118981219063,1.4844188026573824
2022-08-29,1.3171818913638487,1.475892725275808
2022-08-30,1.3061342548846329,1.4592198684918407
2022-08-31,1.2981294126814038,1.4493641638176429
